Date,CreativeID,Impressions,Clicks,VideoStarts,VideoCompletions,OperatingSystem,DayofWeek,Site,SiteCategory
27/04/2018,1125,1,0,0,0,Other,5,More Sport,Sport
27/04/2018,1125,65,0,25,24,Other,5,More Sport,Sport
27/04/2018,1125,5,0,3,3,iOS,5,More Sport,Sport
27/04/2018,1125,1811,6,1417,631,iOS,5,More Sport,Sport
27/04/2018,1125,4,0,0,0,Other,5,More Sport,Sport
27/04/2018,1125,1,0,0,0,Other,5,More Sport,Sport
27/04/2018,1125,778,2,284,114,Android,5,CityNews,News
27/04/2018,1125,1248,4,522,235,iOS,5,CityNews,News
27/04/2018,1125,722,1,237,81,Android,5,Spambook,Lifestyle
27/04/2018,1125,22,0,12,7,Android,5,GossipNews,Lifestyle
27/04/2018,1125,44,1,19,7,Android,5,SportSpam,Sport
27/04/2018,1125,1086,2,647,270,iOS,5,Spambook,Lifestyle
27/04/2018,1125,44,0,28,12,iOS,5,GossipNews,Lifestyle
27/04/2018,1125,98,1,61,17,iOS,5,SportSpam,Sport
27/04/2018,1125,3,0,0,0,Other,5,Spambook,Lifestyle
27/04/2018,1125,1,0,0,0,Other,5,SportSpam,Sport
27/04/2018,1125,53,0,12,5,Android,5,Cycling Today,Sport
27/04/2018,1125,34,0,6,3,Android,5,PedalBikez,Sport
27/04/2018,1125,34,0,11,4,Android,5,Vroom Motoring,Sport
27/04/2018,1125,1,0,0,0,Other,5,PedalBikez,Sport
27/04/2018,1125,43,0,16,9,iOS,5,Cycling Today,Sport
27/04/2018,1125,47,0,16,7,iOS,5,PedalBikez,Sport
27/04/2018,1125,45,1,16,5,iOS,5,Vroom Motoring,Sport
27/04/2018,1448,363,5,78,28,Android,5,Progressive News,News
27/04/2018,1448,287,6,94,22,Android,5,The City Daily,News
27/04/2018,1448,437,1,230,108,iOS,5,Progressive News,News
27/04/2018,1448,170,0,97,33,iOS,5,The City Daily,News
27/04/2018,1448,3,0,1,0,Other,5,Progressive News,News
27/04/2018,1448,3,0,0,0,Other,5,The City Daily,News
27/04/2018,1448,6,0,1,1,Android,5,The ClothesRack,Lifestyle
27/04/2018,1448,15,0,5,4,Android,5,Sitting Pretty,Lifestyle
27/04/2018,1448,9,0,1,1,iOS,5,The ClothesRack,Lifestyle
27/04/2018,1448,37,0,14,7,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,1448,8,0,2,0,Android,5,Weights & Plates,Sport
27/04/2018,1448,31,0,8,1,Android,5,Marathon Digest,Sport
27/04/2018,1448,1,0,1,0,iOS,5,The Classic Gentleman,Fashion / Lifestyle
27/04/2018,1448,16,0,3,0,iOS,5,Weights & Plates,Sport
27/04/2018,1448,62,0,25,12,iOS,5,Marathon Digest,Sport
27/04/2018,3915,367,3,75,31,Android,5,Progressive News,News
27/04/2018,3915,348,4,121,20,Android,5,The City Daily,News
27/04/2018,3915,496,1,261,99,iOS,5,Progressive News,News
27/04/2018,3915,138,1,70,27,iOS,5,The City Daily,News
27/04/2018,3915,1,0,0,0,Other,5,Progressive News,News
27/04/2018,3915,5,0,0,0,Other,5,Progressive News,News
27/04/2018,3915,4,0,0,0,Other,5,The City Daily,News
27/04/2018,3915,79,0,14,6,Android,5,MusicRoom,Entertainment
27/04/2018,3915,147,10,73,51,Other,5,MusicRoom,Entertainment
27/04/2018,3915,207,1,85,46,iOS,5,MusicRoom,Entertainment
27/04/2018,3915,4,0,1,0,iOS,5,RockTunes,Entertainment
27/04/2018,3915,2,0,0,0,Other,5,MusicRoom,Entertainment
27/04/2018,3915,914,4,427,232,Android,5,Business Times,News
27/04/2018,3915,4,0,2,2,Other,5,Business Times,News
27/04/2018,3915,1,0,1,1,iOS,5,Business Times,News
27/04/2018,3915,531,6,293,120,iOS,5,Business Times,News
27/04/2018,3915,12,0,2,1,Other,5,Business Times,News
27/04/2018,3915,8,0,0,0,Android,5,The ClothesRack,Lifestyle
27/04/2018,3915,4,0,1,0,Android,5,Sitting Pretty,Lifestyle
27/04/2018,3915,13,0,5,0,iOS,5,The ClothesRack,Lifestyle
27/04/2018,3915,23,0,10,4,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,2701,361,3,71,26,Android,5,Progressive News,News
27/04/2018,2701,306,4,98,12,Android,5,The City Daily,News
27/04/2018,2701,474,4,240,110,iOS,5,Progressive News,News
27/04/2018,2701,169,0,99,40,iOS,5,The City Daily,News
27/04/2018,2701,5,0,0,0,Other,5,Progressive News,News
27/04/2018,2701,5,0,1,0,Other,5,The City Daily,News
27/04/2018,2701,3,0,1,0,Android,5,The ClothesRack,Lifestyle
27/04/2018,2701,6,0,3,2,Android,5,Sitting Pretty,Lifestyle
27/04/2018,2701,16,0,6,2,iOS,5,The ClothesRack,Lifestyle
27/04/2018,2701,31,0,13,9,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,2701,1,0,0,0,Android,5,The Classic Gentleman,Fashion / Lifestyle
27/04/2018,2701,11,0,0,0,Android,5,Weights & Plates,Sport
27/04/2018,2701,41,0,10,2,Android,5,Marathon Digest,Sport
27/04/2018,2701,1,0,1,1,iOS,5,The Classic Gentleman,Fashion / Lifestyle
27/04/2018,2701,21,0,1,1,iOS,5,Weights & Plates,Sport
27/04/2018,2701,55,1,18,5,iOS,5,Marathon Digest,Sport
27/04/2018,2701,1,0,1,0,Other,5,Marathon Digest,Sport
27/04/2018,1157,386,1,72,27,Android,5,Progressive News,News
27/04/2018,1157,288,4,104,31,Android,5,The City Daily,News
27/04/2018,1157,492,3,242,106,iOS,5,Progressive News,News
27/04/2018,1157,142,3,80,33,iOS,5,The City Daily,News
27/04/2018,1157,5,0,0,0,Other,5,Progressive News,News
27/04/2018,1157,3,0,0,0,Other,5,The City Daily,News
27/04/2018,1157,3,0,0,0,Android,5,The ClothesRack,Lifestyle
27/04/2018,1157,15,0,8,4,Android,5,Sitting Pretty,Lifestyle
27/04/2018,1157,14,0,3,1,iOS,5,The ClothesRack,Lifestyle
27/04/2018,1157,28,0,13,8,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,1157,10,0,1,0,Android,5,Weights & Plates,Sport
27/04/2018,1157,39,0,7,2,Android,5,Marathon Digest,Sport
27/04/2018,1157,16,0,1,0,iOS,5,Weights & Plates,Sport
27/04/2018,1157,59,0,27,11,iOS,5,Marathon Digest,Sport
27/04/2018,1157,1,0,0,0,Other,5,Marathon Digest,Sport
27/04/2018,1012,383,2,68,26,Android,5,Progressive News,News
27/04/2018,1012,282,3,99,28,Android,5,The City Daily,News
27/04/2018,1012,485,1,255,114,iOS,5,Progressive News,News
27/04/2018,1012,164,5,99,39,iOS,5,The City Daily,News
27/04/2018,1012,1,0,0,0,Other,5,Progressive News,News
27/04/2018,1012,10,0,0,0,Other,5,Progressive News,News
27/04/2018,1012,4,0,0,0,Other,5,The City Daily,News
27/04/2018,1012,7,0,2,1,Android,5,Sitting Pretty,Lifestyle
27/04/2018,1012,17,0,2,0,iOS,5,The ClothesRack,Lifestyle
27/04/2018,1012,25,0,4,2,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,1012,8,0,1,0,Android,5,Weights & Plates,Sport
27/04/2018,1012,36,0,5,2,Android,5,Marathon Digest,Sport
27/04/2018,1012,11,0,1,0,iOS,5,Weights & Plates,Sport
27/04/2018,1012,68,0,24,12,iOS,5,Marathon Digest,Sport
27/04/2018,1940,362,1,83,29,Android,5,Progressive News,News
27/04/2018,1940,300,3,82,16,Android,5,The City Daily,News
27/04/2018,1940,444,3,222,107,iOS,5,Progressive News,News
27/04/2018,1940,163,2,95,32,iOS,5,The City Daily,News
27/04/2018,1940,4,0,0,0,Other,5,Progressive News,News
27/04/2018,1940,3,0,0,0,Other,5,The City Daily,News
27/04/2018,1940,5,0,0,0,Android,5,The ClothesRack,Lifestyle
27/04/2018,1940,8,0,1,0,Android,5,Sitting Pretty,Lifestyle
27/04/2018,1940,15,0,6,1,iOS,5,The ClothesRack,Lifestyle
27/04/2018,1940,33,0,16,10,iOS,5,Sitting Pretty,Lifestyle
27/04/2018,1940,1,0,0,0,Android,5,The Classic Gentleman,Fashion / Lifestyle
27/04/2018,1940,8,0,1,0,Android,5,Weights & Plates,Sport
27/04/2018,1940,34,0,7,1,Android,5,Marathon Digest,Sport
27/04/2018,1940,1,0,0,0,iOS,5,The Classic Gentleman,Fashion / Lifestyle
27/04/2018,1940,16,1,4,1,iOS,5,Weights & Plates,Sport
27/04/2018,1940,66,0,20,12,iOS,5,Marathon Digest,Sport
27/04/2018,3400,156,1,35,10,Android,5,FootyNews,Sport
27/04/2018,3400,14,0,3,1,Android,5,FPSGaming,Tech / Gaming
27/04/2018,3400,1158,4,300,59,Android,5,Wot? Lifestyle,Lifestyle
27/04/2018,3400,238,0,95,33,iOS,5,FootyNews,Sport
27/04/2018,3400,96,0,8,3,iOS,5,FPSGaming,Tech / Gaming
27/04/2018,3400,1620,3,1086,584,iOS,5,Wot? Lifestyle,Lifestyle
27/04/2018,3400,1,0,1,0,Other,5,Wot? Lifestyle,Lifestyle
27/04/2018,3400,8,0,5,4,Android,5,More Sport,Sport
27/04/2018,3400,1058,5,722,408,Android,5,More Sport,Sport
27/04/2018,3400,2,0,0,0,Other,5,More Sport,Sport
27/04/2018,3400,61,0,19,19,Other,5,More Sport,Sport
27/04/2018,3400,8,0,7,7,iOS,5,More Sport,Sport
27/04/2018,3400,1815,10,1424,605,iOS,5,More Sport,Sport
27/04/2018,3400,2,0,0,0,Other,5,More Sport,Sport
27/04/2018,3400,5,0,5,4,Other,5,More Sport,Sport
27/04/2018,3400,2,0,1,0,Other,5,More Sport,Sport
27/04/2018,3400,818,8,313,137,Android,5,CityNews,News
27/04/2018,3400,1154,6,474,222,iOS,5,CityNews,News
27/04/2018,3400,713,7,235,77,Android,5,Spambook,Lifestyle
27/04/2018,3400,11,0,6,1,Android,5,GossipNews,Lifestyle
27/04/2018,3400,40,0,15,9,Android,5,SportSpam,Sport
27/04/2018,3400,1055,2,624,245,iOS,5,Spambook,Lifestyle
27/04/2018,3400,46,0,35,13,iOS,5,GossipNews,Lifestyle
27/04/2018,3400,142,2,77,21,iOS,5,SportSpam,Sport
27/04/2018,3400,1,0,1,0,iOS,5,Spambook,Lifestyle
27/04/2018,3400,4,0,0,0,Other,5,Spambook,Lifestyle
27/04/2018,3400,1,0,0,0,Other,5,GossipNews,Lifestyle
27/04/2018,3400,40,0,10,5,Android,5,Cycling Today,Sport
27/04/2018,3400,36,0,6,5,Android,5,PedalBikez,Sport
27/04/2018,3400,38,0,11,8,Android,5,Vroom Motoring,Sport
27/04/2018,3400,2,0,0,0,Other,5,PedalBikez,Sport
27/04/2018,3400,36,0,15,5,iOS,5,Cycling Today,Sport
27/04/2018,3400,39,0,13,7,iOS,5,PedalBikez,Sport
27/04/2018,3400,31,0,12,9,iOS,5,Vroom Motoring,Sport
27/04/2018,3400,2,0,0,0,Other,5,PedalBikez,Sport
28/04/2018,692,437,2,61,19,Android,6,Progressive News,News
28/04/2018,692,261,4,75,8,Android,6,The City Daily,News
28/04/2018,692,256,3,121,55,iOS,6,Progressive News,News
28/04/2018,692,114,2,69,32,iOS,6,The City Daily,News
28/04/2018,692,5,0,0,0,Other,6,Progressive News,News
28/04/2018,692,4,0,1,0,Other,6,The City Daily,News
28/04/2018,692,152,0,29,12,Android,6,MusicRoom,Entertainment
28/04/2018,692,7,0,0,0,Android,6,RockTunes,Entertainment
28/04/2018,692,192,11,101,63,Other,6,MusicRoom,Entertainment
28/04/2018,692,1535,11,831,338,iOS,6,MusicRoom,Entertainment
28/04/2018,692,2,0,0,0,iOS,6,RockTunes,Entertainment
28/04/2018,692,1,0,1,0,Other,6,MusicRoom,Entertainment
28/04/2018,692,399,2,188,102,Android,6,Business Times,News
28/04/2018,692,1,0,1,1,Other,6,Business Times,News
28/04/2018,692,346,4,186,88,iOS,6,Business Times,News
28/04/2018,692,7,0,1,0,Other,6,Business Times,News
28/04/2018,692,3,0,1,0,Android,6,The ClothesRack,Lifestyle
28/04/2018,692,16,0,3,3,Android,6,Sitting Pretty,Lifestyle
28/04/2018,692,58,0,20,5,iOS,6,The ClothesRack,Lifestyle
28/04/2018,692,59,0,28,18,iOS,6,Sitting Pretty,Lifestyle
28/04/2018,1239,427,1,75,25,Android,6,Progressive News,News
28/04/2018,1239,267,4,87,11,Android,6,The City Daily,News
28/04/2018,1239,236,0,97,47,iOS,6,Progressive News,News
28/04/2018,1239,130,1,92,45,iOS,6,The City Daily,News
28/04/2018,1239,5,0,0,0,Other,6,Progressive News,News
28/04/2018,1239,1,0,0,0,Android,6,NIMBY Times,News
28/04/2018,1239,1,0,0,0,Android,6,NIMBY Times,News
28/04/2018,1239,5,0,0,0,Android,6,NIMBY Times,News
28/04/2018,1239,4361,28,1934,846,Android,6,NIMBY Times,News
28/04/2018,1239,4,0,2,2,Other,6,NIMBY Times,News
28/04/2018,1239,4,0,3,3,Other,6,NIMBY Times,News
28/04/2018,1239,22,0,12,8,Other,6,NIMBY Times,News
28/04/2018,1239,6,0,0,0,iOS,6,NIMBY Times,News
